x,y
196.4322614,78.16876107
195.9904814,77.34045973
196.2971779,79.81727213
194.1119772,75.82640667
195.4406851,78.60929331
193.1800284,79.70234962
196.3622923,78.4778402
121.0157976,81.00417124
175.567099,88.37978292
176.0690237,89.12636685
178.9224403,88.50592736
178.1995004,90.28573753
176.4371434,89.72706252
176.3891486,91.3075221
176.246622,91.83469267
176.5791592,90.90651209
180.1489657,90.39541646
176.1620396,89.51553315
175.9080662,90.1245478
179.0123205,89.20563034
179.55211,90.47559894
178.3724599,90.80028679
175.9288548,90.72468124
178.0900849,87.52154433
177.168948,91.71820062
177.5289645,91.94706621
177.1562018,88.88706422
177.0773489,89.81138087
176.741258,91.02190714
176.6011105,92.03636639
177.703692,92.70535504
175.2871249,86.98668769
174.2581707,87.53859748
176.1167804,88.93553023
177.2555628,89.14516644
174.9455751,89.31409248
174.9994694,89.14155802
177.9175197,87.02846025
177.1084233,88.79150207
176.9913202,90.05449569
178.0256867,89.16644613
175.2472737,89.17305336
176.2127903,88.29934117
176.2151637,88.75275049
178.4359612,86.85673208
178.7309948,89.90990344
176.5074223,89.79989859
178.1140264,88.68582189
177.5513003,92.39399668
177.8009586,91.88845461
178.5000295,91.84567761
175.2581628,87.33068015
175.5919885,89.41130366
176.7164781,90.14567477
177.9993215,91.1773641
174.736531,88.65076747
176.0618645,88.33942513
177.3559418,89.4741419
176.2839104,88.905083
175.2865367,90.83509949
178.8406611,91.32039732
177.0587013,90.22340317
179.2993276,91.91506325
176.9309673,90.43074787
176.6084632,89.90715804
177.2866591,90.46769735
177.8902757,92.05187017
175.6319422,90.18193193
177.5835334,87.50532205
178.2217432,88.88142305
178.4064944,89.19527727
177.8838512,87.18340682
176.6074748,89.16314988
175.7803786,91.31257799
176.3593573,88.85506122
177.5731257,87.09231653
178.4066827,91.22381139
178.5756691,90.99647478
178.3153653,91.12499094
175.8015318,90.16577198
175.3097343,89.51413355
176.0433274,90.82536588
174.6614544,88.71100768
177.0403837,88.3227022
175.3483752,89.45816932
177.3123913,88.32822512
175.060901,90.44397954
175.816325,90.45682205
177.0466479,91.6598713
177.7932292,90.49807036
174.9801052,91.06398995
175.9165031,91.17843723
177.8962684,89.60286588
177.18431,89.45129883
176.445674,88.93596067
