x,y
109.5163832,90.00602648
109.1985077,90.48198049
107.4033199,87.30805942
108.3794097,86.72923256
110.2359494,88.86768486
110.1434974,87.84833291
108.7923356,88.37750285
108.6028485,88.24933072
107.9073575,88.35009312
109.9450879,87.58147941
109.1727061,87.88425252
110.0430568,87.72726682
109.2203781,89.40632519
109.0537057,90.56756929
111.2765268,88.33526983
110.4990983,87.89879872
110.5181114,87.76998401
109.6567167,87.54598207
109.7644976,86.11509069
111.4025039,90.60512363
110.9888665,87.89227849
113.4776628,88.02302972
109.5696201,88.34304362
109.7016817,88.48758899
109.6253036,87.96292423
108.1829487,86.74449539
109.3605251,87.16516807
109.2977067,87.60175699
108.7059062,88.58856097
108.7515795,88.13389235
109.6089361,88.82887557
109.2747587,89.24506159
109.7218413,89.2030292
108.9755605,88.67012153
107.4226283,86.48651746
107.2768159,88.89369697
109.9380534,86.54167693
108.3033485,87.62787583
108.6891149,87.73806566
109.2713833,86.40340575
109.4249262,87.21351162
109.9517082,89.3433289
108.828626,89.00850408
108.985881,89.50265924
109.1412692,88.04183282
109.4687224,88.47527555
106.1662794,86.86842744
107.2967123,86.99827401
107.1844622,88.9235898
108.5743701,90.23191253
108.5769481,89.86122188
109.9958943,88.59787354
109.770347,85.8958529
111.451321,86.87732684
109.3214686,89.40271809
110.8800653,86.75059561
110.2696121,88.0730353
110.6415949,86.06297624
109.9790771,86.68610719
109.3657082,88.07894792
112.0911212,88.27744559
112.4127998,86.67655373
109.7726825,88.46278489
108.9709877,87.81359902
109.9138956,87.00075129
109.4695157,86.36567174
111.6361168,89.226611
109.7416327,85.37624952
108.034575,87.82073686
108.9438169,86.90256924
106.8605922,88.35556359
107.9190739,87.67345702
107.2983647,87.0196151
108.2202618,89.80318974
107.7451947,89.56518056
107.451657,91.05239139
108.5431117,87.68323202
108.0853432,87.99132244
108.5459215,86.08824079
107.6936509,87.67610827
109.515534,86.54033466
110.1036645,86.7169765
109.9078356,86.93503396
109.6433635,85.57299797
108.505469,84.97420196
109.6051595,86.87799315
108.7079885,87.38059733
107.5546463,87.9147875
108.6259566,86.44020577
108.5182192,87.49453228
111.3343563,88.2481485
111.6093281,86.91990308
110.3204116,87.84637877
107.759698,88.32741691
107.540133,89.19456967
107.2389164,88.07790343
107.5540225,88.87767046
109.1619625,89.61061727
106.2137273,88.71219538
105.5944878,86.24563999
106.3731333,85.49621798
107.3534068,87.19535932
108.356784,87.97678337
108.6721088,86.57546959
108.05614,88.75765251
110.0561597,88.51404124
107.9612975,88.83073498
107.1542334,88.15377103
108.7734437,87.24466671
108.6014894,86.74415513
108.81532,86.71002867
108.0485449,88.75891909
108.3564343,88.60461868
108.6536857,88.6491901
107.593664,88.45639233
107.4734739,88.02753369
107.5047425,87.2323407
106.5274585,87.90614891
108.5824054,86.68235286
107.066581,87.00488148
107.8186591,86.63110251
106.9652801,86.51419321
108.0477154,89.32111562
108.0120945,89.04962435
108.4369635,89.975868
108.6416685,88.40327939
107.9103931,88.60194597
108.7116207,87.17099463
108.7641863,88.36979712
106.7837187,87.0069237
107.3239235,86.0384446
108.3256069,87.74541364
106.5423147,88.58812514
109.9831813,87.77517042
107.7563496,87.74515306
106.8400692,88.10030898
106.5869574,87.51141702
108.8767483,88.3278692
110.2239017,87.79019916
108.574359,88.67590806
106.8677641,88.70123586
106.678626,88.67695513
106.4758806,88.22083034
109.897796,86.98476747
108.6475932,87.11660726
106.4285593,84.84496263
107.2236006,84.59519523
108.2761492,88.88940716
108.5175814,89.65628241
107.5752285,89.78322599
108.7443302,89.7110509
109.2682925,88.67252538
109.4148268,89.20245187
108.0408738,90.68848207
108.9673302,87.67792748
107.2495861,89.135741
109.4867198,87.59656473
109.4541301,86.45935748
108.1443494,88.1493168
107.007001,88.42032003
107.4112918,88.20005159
108.4995184,88.42788545
108.0304354,89.63948886
106.3247896,89.47245376
105.7743439,88.16999717
108.1721613,87.59131312
107.7157361,87.76063281
107.0319598,88.18302981
107.9243356,87.56925998
106.7056887,88.25758426
105.4099764,87.60017775
106.3630587,86.71304452
107.6242222,88.6521966
106.3734332,88.03458183
106.8382424,86.75724468
109.0720815,87.84394387
109.2677926,90.57003928
109.4686252,86.60902817
109.4236278,87.89140224
108.5321934,87.55734114
108.4194406,89.62423968
109.5626629,89.367574
107.9617436,87.49064865
108.9619715,89.46932111
109.2806484,88.06344328
108.6740389,89.63349194
107.926556,89.62376833
108.2458242,84.89203054
107.0598936,85.15089605
110.2262328,85.08993126
110.391332,87.03405142
109.0486448,87.13235007
108.7219318,86.16033544
109.2484824,86.39390756
107.8943599,87.39667017
108.1832134,85.76752009
107.5782511,88.08874897
108.0726991,88.0009889
107.912567,87.06344134
108.1958999,88.80270971
109.3015533,88.21151625
105.6982388,86.96887611
107.130122,87.79032802
106.5712335,87.95052367
108.4844,87.23885032
108.4534601,88.12375492
106.4011153,88.693268
107.6527254,88.1401885
105.6219341,88.44666819
108.1060648,88.12982987
107.0485684,87.96341917
108.3477411,88.72287459
110.0443706,86.38554816
109.9386358,87.08498382
109.7470271,86.36978942
108.1621866,87.28539983
107.6041525,86.69728162
107.1545296,87.02105882
108.6083514,88.58604868
108.4753632,88.85240086
105.9339653,88.35136411
106.1808475,89.0672146
105.7877014,88.93202688
108.2239372,86.37770784
107.7440897,88.07439507
108.3131139,86.58676395
107.8331831,90.24208884
108.6968034,90.95596079
108.5300415,90.555284
108.8054352,89.21671789
109.4772024,87.5158891
109.1522338,87.39246333
110.0222673,87.27530719
109.5652985,87.07846816
106.6289538,87.12811331
105.9926729,88.13300356
110.3742066,87.60505186
108.5875845,87.93928897
109.3349266,87.96221838
109.0716904,88.57759987
110.2780543,87.41445188
109.6700655,85.17001985
108.7979277,89.08503294
107.7872906,87.41873011
108.4533101,87.81204713
109.1904309,87.00618829
109.7370885,87.93901128
107.6423472,87.02505177
106.3474807,87.41659676
108.1703566,87.22879507
107.665066,88.43734594
109.766296,87.13353844
110.0198548,86.96257688
109.9729206,85.71649886
109.8398898,90.21143606
109.0562785,89.1755639
108.7433123,86.94718729
106.5025087,86.77944152
108.3135905,87.21924394
109.0374507,87.84872106
108.1097606,87.43947736
109.4567335,88.55921835
109.4806514,87.3632657
108.6163895,87.24360789
108.6532726,89.04306148
110.5677833,86.43178836
110.1668245,87.18280696
110.4676303,88.83536321
109.1299729,89.61180915
108.5645866,89.02094067
111.2950489,88.66219233
111.7279353,88.16558892
111.4528559,86.62085087
108.0815596,86.54819069
108.774286,87.31035882
108.7447309,85.85749527
106.1374821,88.00184597
108.577237,87.2036776
106.6417026,87.7058389
107.2210477,87.77400763
107.9992392,88.56760921
107.3345655,87.56901695
108.4306797,87.18074303
106.5879641,87.64369116
106.4540881,88.27405244
106.5081392,87.25756077
108.1163731,87.31764695
108.1811614,87.91107534
110.1118734,86.61164793
112.0118523,86.52683944
106.3326282,87.66478122
105.9993698,87.65186672
105.7009223,87.20246594
108.610022,87.31316876
109.6705095,87.71837268
108.2209292,88.15952345
108.2192534,87.79052321
107.8392846,87.2958119
108.4349386,87.27788737
109.2334493,86.86041757
110.6862657,87.0223954
111.1840426,86.85547463
109.2897733,87.86366419
109.2666259,86.63844825
109.2095908,87.00309491
107.6868306,89.89045456
107.454496,90.26630044
106.7456354,89.96826872
108.5109801,89.03269886
110.1895989,88.11645749
108.9407944,87.57636491
109.3602316,89.24863777
110.0158605,88.18936534
110.1078037,88.82592159
109.1780023,88.65130767
110.0285762,89.95564554
108.8842583,87.07022025
107.7575421,87.97007848
109.3091908,88.62486339
106.8007968,90.02218731
107.3508521,88.87123352
107.9107763,87.91793504
107.8481017,88.05024054
108.8132881,86.43180369
107.4072099,86.6237037
107.80305,86.52798028
109.2144614,87.90578218
109.0455398,87.82206999
109.01291,89.22273693
109.7515457,86.55508055
109.2228472,86.48346125
106.8989613,87.91143683
105.6442076,88.86001722
105.180104,88.57253488
108.8713588,88.3738502
107.8784164,87.83104677
108.3558581,88.23184584
108.2888934,87.13482334
108.4743249,87.19299944
108.1224799,88.52695675
108.6029731,86.431644
108.4449382,86.44012833
107.9780798,85.82379761
107.668522,86.61311368
107.1170086,87.21925561
107.880854,89.30782663
107.8300778,87.20823125
107.4009583,87.14514245
106.0093044,87.7683341
107.1184643,88.29873746
108.5443369,87.97743702
108.8500133,87.14684305
108.6442688,87.42922866
108.974116,88.10941909
108.5824988,87.27839406
109.3535541,88.58389473
109.1514028,89.85012285
107.6979846,88.06708712
108.7184905,89.51809106
109.2491435,88.4125589
109.0932848,88.95169617
108.6262342,87.86135762
107.6383206,87.42850358
108.6567023,89.59812836
109.0949496,88.59867327
108.1504599,88.66888677
108.580262,88.48641098
109.0559411,88.64608368
109.2053739,88.43827013
108.325955,88.27917705
107.6613918,88.29847283
107.0823458,89.21430146
110.468938,89.72296189
109.4292598,89.12447543
110.3480416,89.04067647
109.1303112,88.86107136
107.3709812,88.16780816
110.9467692,86.88340177
109.004714,88.55616355
109.9423195,86.89186962
109.3383486,89.1881091
108.6096354,88.97097402
107.0190984,88.87954198
106.675161,88.32676403
106.0488427,88.13565026
107.3586623,86.61707892
107.7922026,87.63991798
107.3440085,86.42765439
110.8996083,88.77494021
109.0508233,88.3933455
109.3576785,88.89575483
110.4501807,88.46808801
109.7742264,86.98984929
110.1436567,88.85092448
110.5900164,86.45955691
109.3981115,87.20375546
108.7985977,87.50857163
109.5637103,89.11996085
108.7027873,87.30216757
108.7601864,87.15506691
110.9255336,87.53225363
113.0074048,87.19998396
109.7094389,88.72940201
109.5061722,87.88844251
109.3097778,85.87393856
108.6419404,86.6235188
108.9480219,89.23071943
108.3988448,90.93884149
109.8484463,88.84302562
110.0073605,90.74795764
111.0938507,90.3857312
109.0952926,87.64410267
109.7348303,88.24267693
108.984742,86.50059735
110.774084,89.48418901
110.6897228,90.88509735
110.169663,88.81924166
109.5974346,89.56263687
108.8581346,87.07688032
109.8367701,85.57582018
108.9892818,87.38855983
108.5281593,85.6587843
109.204227,88.05335665
110.423398,87.50246122
110.7600267,87.73439217
111.5167491,86.45629056
110.0579819,89.58994486
109.1229061,90.13108513
108.9867408,84.4156366
109.2906621,85.72450178
108.2566091,88.89496704
110.6110979,88.0417456
108.5861528,88.43436504
110.1164933,88.36352138
108.7254062,88.28922698
111.2950193,89.02279412
110.6324416,87.51036784
109.4714231,89.87543893
112.0175453,87.02774669
110.1901022,87.27260017
111.0759281,87.91526704
111.3369952,85.97566121
109.9444403,87.92090695
110.4617334,88.31065728
109.2123088,89.34858842
109.2487522,88.57553948
110.4908485,88.9153239
109.6240395,89.68871701
108.816457,89.37792463
111.9892302,90.36527667
111.0890818,87.8929851
107.2053615,87.42738935
111.1375247,86.33818337
110.7075963,88.42234019
107.9203804,88.84953779
109.0147696,90.25159843
111.1020262,88.49522075
108.8555813,87.37932046
110.6649039,86.40062673
110.4146982,87.70218775
109.8631804,87.68835519
110.1914501,85.25912613
110.2659493,88.75783458
111.3213832,88.58554579
109.0962552,88.68280809
108.1232637,89.92573589
107.7517421,88.00960725
107.9427708,87.32932372
108.6083262,87.34670009
108.5429875,89.28704875
111.1695357,88.36430202
110.6371593,87.46172588
110.681232,87.44326948
106.7097727,90.95905592
106.1810202,88.81179594
106.8307087,90.03863257
110.5926638,88.42109326
110.6538525,89.04160222
108.5971798,87.94793362
110.192349,89.35313985
110.4869307,89.90909012
109.9409038,90.27474233
108.6976329,91.17538635
107.754684,90.35389613
110.5904937,87.4398721
110.6190733,88.17486248
110.5396834,87.2701348
110.0188948,88.04842868
111.4122445,88.75733366
111.640942,88.39803783
110.2580286,88.50903464
111.274715,88.54890016
110.7171622,87.8590618
110.1661771,89.13251026
109.5914853,88.5672825
106.1109905,85.65059557
107.0280462,88.07731534
107.6919485,88.74055131
108.01404,88.07936336
108.3541451,90.37267234
109.4050527,89.98612929
107.1749246,86.44000374
107.3621556,86.05568721
110.9575254,87.81190212
109.7761197,88.28070758
109.7605712,86.65244168
110.3442609,90.17995817
109.1972699,89.04735953
108.9453461,88.70342577
110.1875534,89.1671007
110.333295,89.3440213
109.6344908,89.02353205
107.5283886,87.38442251
108.3084675,88.09678355
110.0481039,87.12279537
108.4873004,87.51655153
108.8078103,87.71794626
109.7107069,87.02670368
109.1410315,87.12784695
109.516494,88.57980635
111.0140374,86.98960106
110.6784154,87.74664092
112.611867,88.96698107
109.7157816,88.51597069
109.8539312,88.40442467
109.2232572,89.91245778
109.722733,90.07783883
110.0798268,87.93971801
109.6576818,88.27802332
108.8421345,91.03888151
110.6578331,89.72781381
111.3128517,87.97470137
110.6696691,89.17827649
107.7571101,89.04286046
109.0062758,89.66913551
108.1965514,89.66516038
109.4312113,88.19916865
108.4535458,88.42932635
109.6341122,88.71078877
108.2589109,88.60652324
108.3510823,89.57629151
110.4623571,89.85933271
110.0628861,90.08890092
108.9092722,88.25398789
108.6046281,87.91011695
110.0132519,88.15269275
108.2290933,89.23969227
109.9617345,89.42817121
110.3046164,90.40913265
111.4814428,89.1338196
109.1159759,88.75775904
108.9101666,89.40554792
107.5193416,87.57574216
107.8128544,87.18038035
111.3193006,89.61917698
109.2831726,88.94450043
107.8091119,91.24647209
109.0708387,89.48565855
110.2153667,88.58314273
110.7183199,88.12816176
109.9259513,88.34193828
111.5864281,88.75560904
110.9320739,87.42650191
110.3785668,88.16643697
109.3721057,88.74991112
111.3795952,89.66703716
111.2106212,88.53457051
109.0622649,89.21811354
107.7745647,86.74096765
112.9255967,87.58375939
111.2227954,89.98441412
111.2894709,90.0755696
109.2503871,89.18515989
111.4694639,86.51173763
109.8360236,86.61840822
110.6807524,90.50763409
110.9705896,91.65394222
108.6664868,87.77761718
108.8787793,88.34324139
109.7285749,89.97201736
109.7198791,89.72509179
109.6496894,90.10110856
109.2250793,88.00976193
110.7028582,88.25985863
111.0808293,88.47935178
112.0383155,88.83976079
110.7666718,90.08388041
108.6505828,89.72449545
108.6345414,89.79901757
107.1042598,86.50744066
108.3905291,86.80690565
108.9115793,88.29321063
110.7059887,88.71487058
109.1830476,87.94610623
111.3238606,89.64597034
109.6796618,88.90521191
111.1058599,90.2839301
210.813065,162.204208
145.9703744,59.13685386
154.0895099,108.6521327
153.4292423,110.3471645
153.6491952,108.8020735
152.5363773,110.3438759
153.0773592,108.3773058
153.0341122,109.1024324
153.8065802,109.0869014
153.3247384,108.9191032
153.4498691,109.1847359
153.7314214,108.993814
153.379156,109.6342974
152.9589015,108.3350667
155.1061271,109.2570329
152.7953237,107.6684899
153.064756,109.5617793
154.2087886,109.5473646
153.9095662,109.1962252
153.6024353,110.1490996
153.519489,109.5435163
153.1365284,109.2908416
154.3265241,109.3543778
154.2259829,109.8486435
153.3371715,108.4592068
155.0441577,110.2532846
152.9937032,109.3646157
153.4014423,109.7604955
152.3475056,109.3552946
153.653347,110.0058635
153.9720886,109.647941
153.5945536,109.1485689
153.4593805,109.8608377
153.5449033,109.0592167
153.7212079,109.5608691
153.5842759,109.4027707
153.0493699,108.5970872
154.0693614,109.1384994
152.9153801,108.6267621
152.7434295,109.1033746
153.4522672,108.700603
153.1317191,109.8126635
152.8057736,109.7094187
153.7296699,108.6988402
154.1600539,109.7998948
153.4597205,108.6246569
153.5574635,108.8028204
155.0449885,109.0480212
153.7112264,109.2992356
153.7402412,110.2587483
154.2860521,110.0647888
152.2954476,108.4011802
154.0092143,109.1717189
153.2769197,109.86798
152.7222219,108.7579569
153.9400082,108.5475015
152.4760679,108.5246527
153.0448133,109.8356073
152.150347,108.5517067
153.2862789,109.2220883
153.3466661,109.067365
154.1155368,108.8861153
154.9971042,109.5488307
153.091517,109.5046631
153.5361341,109.3897612
152.5501677,108.7412612
153.0303319,108.1769532
153.0224031,110.1020032
153.4312032,108.4197607
154.0098877,109.4974332
153.0935383,108.7639852
153.8181971,107.274986
153.0153074,109.642787
154.2821742,109.1997479
152.9224365,109.4659685
152.5307963,109.8730994
153.3255763,108.0719951
154.6053862,109.6587667
153.3287327,109.6069314
153.3453493,107.9567836
153.7446477,108.1725125
153.9575176,110.5360412
153.5476804,107.8777659
153.6122864,108.3906701
153.1179896,109.1668253
154.1483689,109.5478802
153.753443,108.2010421
154.2542929,109.6831028
153.3262481,108.0381056
154.2656509,109.7596432
153.5528041,108.8583766
154.3484044,109.0124455
154.1634489,109.7586574
154.6109593,107.6511031
153.7666033,109.6033994
155.0284457,109.1305851
154.5748055,109.7750469
155.1347039,109.0862247
150.7071125,110.7551191
151.5363517,109.763333
150.8035938,111.8878632
151.4310676,111.4994115
150.9125418,111.5007915
151.7830317,111.0927594
