x,y
72.36058589,23.42507105
68.6379857,111.3557436
103.2997027,212.7391091
241.0328025,94.45077325
232.2871896,228.8193398
159.5752029,155.7744571
214.9862722,198.5267546
44.77699841,59.59738257
148.9736332,121.8131239
146.4594106,117.9754402
147.6522874,121.0982183
145.5800024,119.4614256
146.4702944,117.7301372
148.1270082,119.7336243
149.7475591,121.5832149
147.9760983,122.5660767
147.4450424,119.950417
148.1185271,122.454857
148.5229173,119.4730211
148.2657304,120.9667142
148.3897641,121.0790076
148.4992845,118.2517157
148.0930479,121.119102
147.60591,119.5824734
150.5576329,123.4893051
148.2997243,120.9240024
148.8207711,118.7369693
150.2318269,122.188543
149.7412736,123.3358212
147.0601838,123.0910578
149.7790081,119.3207702
147.1337298,118.9315475
148.374558,121.5340844
146.3462892,121.4611141
151.4046568,120.0850305
148.6478303,124.1440819
146.987746,121.5016961
147.825181,119.9691682
146.2664584,121.7768514
148.3896803,119.1395151
145.4190309,121.7841405
147.2249971,121.5009314
148.6695228,120.0193921
150.8454101,120.9989622
148.129425,120.8547148
147.5282616,122.2430475
148.6660561,120.5289227
149.0881447,121.1699015
144.8746225,119.4864721
147.2854355,121.619059
145.3675371,121.6736361
148.9300795,125.3621798
146.9842198,122.0056129
145.5160437,121.5364271
144.9942506,123.550969
149.211621,123.7191352
149.0568563,119.5040751
150.4047557,123.2272038
149.2700951,122.0384921
212.5220006,107.3014739
134.7493783,160.8966069
237.3059209,172.3051683
68.20622907,191.2138392
195.6035619,204.9372968
132.8459851,186.1687524
162.2404397,219.5611575
187.2704149,85.78849657
184.5650604,188.5839111
34.13808177,196.1635243
38.78926613,177.3396137
215.1817542,220.0606823
65.36376813,119.9500706
79.60137805,137.6431063
206.2263393,167.1269894
111.8118067,175.822825
71.86525428,211.9697547
255.1302017,36.28652149
161.6539409,155.2480069
140.1552343,218.1031706
240.246335,87.6951197
47.74782812,173.1707084
71.3496747,104.5090183
146.6157245,155.1240079
212.4970023,92.10449258
70.24677113,34.48071079
232.0965548,82.76126768
85.64531506,200.4102449
217.1389313,103.4373946
241.8161732,136.9594269
235.7793569,62.3912194
127.5834573,195.2058848
64.14273199,79.07337652
128.069152,95.53583594
163.320955,197.73441
240.1353535,165.5356724
232.1775621,45.73093602
192.5914916,73.26595715
137.1660363,175.5387245
86.72626341,64.91979286
125.3725761,92.01775663
194.3835342,163.75331
241.7721439,201.298939
235.5042468,47.34314291
167.6458461,196.3054918
64.23387126,110.1738199
124.6855602,155.5262091
162.8969593,115.173007
215.8800344,202.9155497
214.7562211,198.536854
46.61509756,154.5588652
158.650503,195.7166364
54.59311073,122.8059342
162.0063136,112.5476659
44.74650817,54.16110749
